ID,ID2,"Item title","Final URL","Image URL","Item subtitle","Item description","Item category",Price,"Sale price","Contextual keywords","Item address","Tracking template","Custom parameter","Final mobile URL"
2617,027-048-M87Q01,"Cọ số 150 - LARGE POWDER BRUSH",http://vstyle.vn/co-so-150-large-powder-brush.html,http://core.vstyle.vn/public/themes/vstyle/products/1410.jpg,,"<p>Cọ số 150 - LARGE POWDER BRUSH Sợi cọ tự nhi&ecirc;n mềm, b&oacute; chặt. Cọ lớn, h&igrave;nh m&aacute;i v&ograve;m tr&ograve;n. D&ugrave;ng để phủ c&aacute;c loại phấn phủ dạng bột hoặc n&eacute;n.</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","1300000 VND","1300000 VND",,,,
2618,027-048-MWG001,"Kem dưỡng LIGHTFUL C MOISTURIZER SPF 30/PA++ 50ML",http://vstyle.vn/kem-duong-lightful-c-moisturizer-spf-30pa-50ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1404.jpg,,"<p>Kem dưỡng gi&uacute;p l&agrave;m ẩm v&agrave; cung cấp dưỡng chất cho da đồng thời c&acirc;n bằng sắc tố v&agrave; bảo vệ da khỏi t&aacute;c hại của tia cực t&iacute;m. Chiết xuất từ Vitamin C (Ascorbyl Glucoside) v&agrave; chiết xuất Gentian Root &amp; Rice Bran gi&uacute;p c&acirc;n bằng v&agrave; l&agrave;m s&aacute;ng da, cho l&agrave;n da tươi s&aacute;ng hơn. Chứa c&aacute;c th&agrave;nh phần dưỡng ẩm v&agrave; l&agrave;m mềm (Tourmaline, Silk Powder, Caffeine, chiết xuất Barley, Wheat Germ &amp; Cholesterol, Acetyl Glucosamine), gi&uacute;p phục hồi lớp lipid cho da, tăng qu&aacute; tr&igrave;nh sản sinh tế b&agrave;o mới. Lightful Hydro-Charged Moisturizer SPF 30/PA++ chống lại c&aacute;c tia UVA &amp;UVB một c&aacute;ch hiệu quả.</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mu","Apparel & Accessories","1250000 VND","1250000 VND",,,,
2619,027-048-MWFY01,"Sửa rửa mặt LIGHTFUL C CLEANSER 100ML",http://vstyle.vn/sua-rua-mat-lightful-c-cleanser-100ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1405.jpg,,"<p>Sữa rửa mặt c&oacute; dạng kem tạo bọt nhẹ nh&agrave;ng l&agrave;m sạch v&agrave; c&acirc;n bằng da. Th&agrave;nh phần chiết xuất từ l&aacute; tr&agrave; xanh, dưa leo, Mulberry Root, Apple v&agrave; Grape gi&uacute;p l&agrave;m th&ocirc;ng tho&aacute;ng da nếu sử dụng thường xuy&ecirc;n. C&ocirc;ng thức chứa c&aacute;c chất Humectant như Glycerine, Sodium Hyaluronate c&oacute; khả năng hấp thụ độ ẩm v&agrave;o da. Astrocaryum Murumuru Seed Butter (chất l&agrave;m mềm da tự nhi&ecirc;n m&agrave; kh&ocirc;ng l&agrave;m tổn thương lớp Lipid), chiết xuất Sucrose v&agrave; Sea Whip chống k&iacute;ch ứng v&agrave; l&agrave;m dịu da.</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị ","Apparel & Accessories","750000 VND","750000 VND",,,,
2620,027-048-MRN901,"Kem dưỡng mắt LIGHTFUL C VIBRANCY EYE  15ML",http://vstyle.vn/kem-duong-mat-lightful-c-vibrancy-eye15ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1406.jpg,,"<p>Kem dưỡng mắt nhanh ch&oacute;ng l&agrave;m s&aacute;ng v&agrave; giảm đi những quầng th&acirc;m quanh mắt. Bổ sung vitamin C, dưỡng v&agrave; l&agrave;m lớp l&oacute;t mắt hiệu qủa cho trang điểm.</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","990000 VND","990000 VND",,,,
2621,027-048-M6HA01,"Dầu tẩy trang cho mắt PRO EYE MAKE-UP REMOVER 100ML",http://vstyle.vn/dau-tay-trang-cho-mat-pro-eye-make-up-remover-100ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1401.jpg,,"<p>Sản phẩm tẩy trang dạng lỏng nhẹ, gi&uacute;p th&aacute;o bỏ c&aacute;c lớp trang điểm kh&ocirc;ng tr&ocirc;i hay l&acirc;u tr&ocirc;i trong nước d&agrave;nh cho v&ugrave;ng mắt một c&aacute;ch dịu nhẹ. Chiết xuất Dưa Leo gi&uacute;p l&agrave;m dịu &amp; ẩm da. Kh&ocirc;ng cần phải rửa lại, v&agrave; c&oacute; thể trang điểm lại ngay lập tức. Rất tiện lợi nếu bạn kh&ocirc;ng c&oacute; nhiều thời gian.</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","620000 VND","620000 VND",,,,
2622,027-048-MWFX01,"Sữa dưỡng LIGHTFUL C SOFTENING LOTION 150ML",http://vstyle.vn/sua-duong-lightful-c-softening-lotion-150ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1402.jpg,,"<p>Sữa dưỡng dạng nước cung cấp độ ẩm cao. Chiết xuất từ Vitamin C (Ascorbyl Glucoside), chiết xuất Gentian Root v&agrave; l&aacute; tr&agrave; xanh gi&uacute;p c&acirc;n bằng v&agrave; l&agrave;m s&aacute;ng da. Nước kho&aacute;ng tẩm Tourmaline, Silk Powder v&agrave; Caffeine ph&aacute;t huy hiệu quả c&aacute;c th&agrave;nh phần trong sản phẩm bằng c&aacute;ch thẩm thấu qua c&aacute;c lớp b&ecirc;n ngo&agrave;i da v&agrave; tăng cường độ ẩm.</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrav","Apparel & Accessories","930000 VND","930000 VND",,,,
2623,027-048-MWFW01,"Tinh chất LIGHTFUL C ESSENCE 30ML",http://vstyle.vn/tinh-chat-lightful-c-essence-30ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1403.jpg,,"<p>Sản phẩm dạng gel kh&ocirc;ng m&agrave;u nhanh ch&oacute;ng thẩm thấu v&agrave;o da, gi&uacute;p l&agrave;m s&aacute;ng v&agrave; th&ocirc;ng tho&aacute;ng da. Chiết xuất từ Vitamin C (Ascorbyl Glucoside) v&agrave; chiết xuất Gentian Root, Rice Bran&amp; l&aacute; tr&agrave; xanh, gi&uacute;p l&agrave;m s&aacute;ng v&agrave; c&acirc;n bằng sắc da, l&agrave;m giảm c&aacute;c đốm n&acirc;u sạm n&aacute;m nếu d&ugrave;ng thường xuy&ecirc;n. Sản phẩm c&oacute; khả năng l&agrave;m giảm l&atilde;o h&oacute;a v&agrave; c&aacute;c đốm n&acirc;u. Ion-Charged Water ng&acirc;m trong Tourmaline, Silk Powder &amp; Caffeine l&agrave;m tăng c&ocirc;ng dụng của sản phẩm bằng c&aacute;ch thẩm thấu qua c&aacute;c lớp b&ecirc;n ngo&agrave;i của da v&agrave; tăng độ ẩm. C&ocirc;ng thức chứa humectants (Glycerin), c&aacute;c chất l&agrave;m ẩm (Tuberose Extract) &amp; c&aacute;c chất l&agrave;m mềm (Squalane), nhanh ch&oacute;ng l&agrave;m da căng mịn, đồng thời cung cấp độ ẩm l&acirc;u d&agrave;i cho d","Apparel & Accessories","1300000 VND","1300000 VND",,,,
2624,027-048-M6GK01,"Khăn giấy ướt tẩy trang",http://vstyle.vn/khan-giay-uot-tay-trang.html,http://core.vstyle.vn/public/themes/vstyle/products/1397.jpg,,"<p>Khăn tẩy trang l&agrave; c&aacute;ch l&agrave;m sạch v&agrave; c&acirc;n bằng da nhanh v&agrave; tiện lợi nhất. Sản phẩm cung cấp độ ẩm, l&agrave;m mềm, dưỡng da. L&agrave; bước chuẩn bị tuyệt vời cho trang điểm hoặc trước khi thoa kem dưỡng. Khăn tẩy trang được l&agrave;m bằng c&aacute;c sợi mềm, mượt, v&agrave; chắc chắn với nắp đậy gi&uacute;p khăn tẩy trang lu&ocirc;n ẩm, m&aacute;t v&agrave; sẵn s&agrave;ng để sử dụng mọi l&uacute;c mọi nơi. Nhẹ nh&agrave;ng th&aacute;o bỏ hiệu quả c&aacute;c lớp makeup, kể cả lớp trang điểm kh&ocirc;ng tr&ocirc;i &amp; l&acirc;u tr&ocirc;i. Kh&ocirc;ng cần rửa lại bằng nước.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacut","Apparel & Accessories","800000 VND","800000 VND",,,,
2625,027-048-M6GT01,"Dầu tẩy trang M·A·C CLEANSE OFF OIL 150ML",http://vstyle.vn/dau-tay-trang-m·a·c-cleanse-off-oil-150ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1399.jpg,,"<p>Sản phẩm tẩy trang c&oacute; th&agrave;nh phần dầu gi&uacute;p th&aacute;o bỏ nhẹ nh&agrave;ng c&aacute;c lớp trang điểm d&agrave;y nhất, kể cả sản phẩm kh&ocirc;ng tr&ocirc;i trong nước. Với c&aacute;c chiết xuất thực vật: Wheat Germ, Evening Primrose, Olive v&agrave; Jojoba Oils l&agrave;m dịu &amp; dưỡng da. Sản phẩm c&ograve;n c&oacute; Vitamin E (chống &ocirc;xy ho&aacute;), l&agrave;m sạch nhẹ nh&agrave;ng, cho l&agrave;n da mềm v&agrave; th&ocirc;ng tho&aacute;ng.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng","Apparel & Accessories","620000 VND","620000 VND",,,,
2626,027-048-M6GL01,"Dầu tẩy trang CLEANSE OFF OIL/ TRANQUIL 150ML",http://vstyle.vn/dau-tay-trang-cleanse-off-oil-tranquil-150ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1398.jpg,,"<p>Sản phẩm tẩy trang c&oacute; th&agrave;nh phần dầu gi&uacute;p loại bỏ nhẹ nh&agrave;ng c&aacute;c lớp trang điểm d&agrave;y nhất, kể cả sản phẩm kh&ocirc;ng tr&ocirc;i trong nước. Th&agrave;nh phần Chamomile v&agrave; Yuzu, gi&uacute;p xoa dịu v&agrave; thư gi&atilde;n l&agrave;n da; c&aacute;c chiết xuất thực vật Grape Seed Oil, Peach Leaf, gi&uacute;p dưỡng da. Ngo&agrave;i ra c&ograve;n c&oacute; chất dưỡng ẩm tự nhi&ecirc;n cho da Sea Grass. Th&iacute;ch hợp cho mọi loại da, đặc biệt da hơi kh&ocirc; v&agrave; l&atilde;o h&oacute;a.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&ag","Apparel & Accessories","800000 VND","800000 VND",,,,
2627,027-048-M6GN01,"Dầu tẩy trang môi & mắt GENTLY OFF EYE AND LIP MAKEUP REMOVER  100ML",http://vstyle.vn/dau-tay-trang-moi-&-mat-gently-off-eye-and-lip-makeup-remover100ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1400.jpg,,"<p>Sản phẩm 2 trong 1, tẩy trang cho mắt &amp; m&ocirc;i với cấu tr&uacute;c kh&ocirc;ng tr&ocirc;i trong nước. Nhẹ nh&agrave;ng tẩy trang m&agrave; kh&ocirc;ng g&acirc;y k&iacute;ch ứng, cho l&agrave;n da mềm mại &amp; tươi mới. Chiết xuất Dưa Leo gi&uacute;p xoa dịu da &amp; Rose Flower Water tạo m&ugrave;i hương thư gi&atilde;n.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","800000 VND","800000 VND",,,,
2628,027-048-S4XX01,"Tẩy tế bào chết cho môi LIP SCRUBTIOUS - SWEET VANILLA 14ML",http://vstyle.vn/tay-te-bao-chet-cho-moi-lip-scrubtious-sweet-vanilla-14ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1395.jpg,,"<p>Tẩy tế b&agrave;o chết cho m&ocirc;i từ đường, gi&uacute;p tẩy đi lớp da kh&ocirc; &amp; dưỡng m&ocirc;i mịn m&agrave;ng. Sản phẩm với 5 m&ugrave;i hương kh&aacute;c nhau.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","550000 VND","550000 VND",,,,
2629,027-048-MW5K01,"Xịt khoáng PREP + PRIME FIX+ 100ML",http://vstyle.vn/xit-khoang-prepprime-fix-100ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1396.jpg,,"<p>Fix + nước kho&aacute;ng dạng sương (mist) d&ugrave;ng để đ&aacute;nh thức l&agrave;n da hoặc d&ugrave;ng l&agrave;m bước cuối c&ugrave;ng của trang điểm. Với th&agrave;nh phần Vitamin v&agrave; kho&aacute;ng chất, Fix + nhanh ch&oacute;ng l&agrave;m tăng độ ẩm v&agrave; l&agrave;m khỏe da, đồng thời tạo lớp m&agrave;ng mỏng v&agrave; ho&agrave;n tất lớp trang điểm. Chiết xuất từ Pro Vitamin B5 v&agrave; Vitamin E cung cấp dưỡng chất cho da; chiết xuất từ Chamomile, Cucumber nhẹ nh&agrave;ng xoa dịu da; Caffeine v&agrave; Tr&agrave; Xanh chống k&iacute;ch ứng.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm","Apparel & Accessories","650000 VND","650000 VND",,,,
2630,027-048-S53R01,"Tẩy tế bào chết cho môi LIP SCRUBTIOUS - FRUIT OF PASSION  14ML",http://vstyle.vn/tay-te-bao-chet-cho-moi-lip-scrubtious-fruit-of-passion14ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1394.jpg,,"<p>Tẩy tế b&agrave;o chết cho m&ocirc;i từ đường, gi&uacute;p tẩy đi lớp da kh&ocirc; &amp; dưỡng m&ocirc;i mịn m&agrave;ng. Sản phẩm với 5 m&ugrave;i hương kh&aacute;c nhau.</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","550000 VND","550000 VND",,,,
2631,027-048-S53W01,"Tẩy tế bào chết cho môi LIP SCRUBTIOUS - SWEET BROWN SUGAR 14ML",http://vstyle.vn/tay-te-bao-chet-cho-moi-lip-scrubtious-sweet-brown-sugar-14ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1393.jpg,,"<p>Tẩy tế b&agrave;o chết cho m&ocirc;i từ đường, gi&uacute;p tẩy đi lớp da kh&ocirc; &amp; dưỡng m&ocirc;i mịn m&agrave;ng. Sản phẩm với 5 m&ugrave;i hương kh&aacute;c nhau.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","550000 VND","550000 VND",,,,
2632,027-048-S53P01,"Tẩy tế bào chết cho môi LIP SCRUBTIOUS - CANDIED NECTAR 14ML",http://vstyle.vn/tay-te-bao-chet-cho-moi-lip-scrubtious-candied-nectar-14ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1392.jpg,,"<p>Tẩy tế b&agrave;o chết cho m&ocirc;i từ đường, gi&uacute;p tẩy đi lớp da kh&ocirc; &amp; dưỡng m&ocirc;i mịn m&agrave;ng. Sản phẩm với 5 m&ugrave;i hương kh&aacute;c nhau.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","550000 VND","550000 VND",,,,
2633,027-048-S53T01,"Tẩy tế bào chết cho môi LIP SCRUBTIOUS - SUMMER BERRY 14ML",http://vstyle.vn/tay-te-bao-chet-cho-moi-lip-scrubtious-summer-berry-14ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1675.jpg,,"<p>Tẩy tế b&agrave;o chết cho m&ocirc;i từ đường, gi&uacute;p tẩy đi lớp da kh&ocirc; &amp; dưỡng m&ocirc;i mịn m&agrave;ng. Sản phẩm với 5 m&ugrave;i hương kh&aacute;c nhau.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","550000 VND","550000 VND",,,,
2634,027-048-M6H301,"Dưỡng môi LIP CONDITIONER",http://vstyle.vn/duong-moi-lip-conditioner.html,http://core.vstyle.vn/public/themes/vstyle/products/1391.jpg,,"<p>Dưỡng m&ocirc;i với hương thơm dịu nhẹ gi&uacute;p l&agrave;m mềm, cũng cấp độ ẩm giữ thật l&acirc;u tr&ecirc;n m&ocirc;i.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&ecirc;n bản giới hạn của M.A.C (trị gi&aacute; 540,000đ ) cho kh&aacute;ch h&agrave;ng mua sản phẩm của M.A.C với đơn h&agrave;ng từ 1.000.000đ trở l&ecirc;n</p>

<p>** Mỗi đơn h&agrave;ng chỉ được &aacute;p dụng một qu&agrave; tặng !</p>
","Apparel & Accessories","550000 VND","550000 VND",,,,
2635,027-048-MR6T01,"Kem lót điều chỉnh màu da Colour CorrectingSPF30PA+++ ADJUST 30ML",http://vstyle.vn/kem-lot-dieu-chinh-mau-da-colour-correctingspf30pa-adjust-30ml.html,http://core.vstyle.vn/public/themes/vstyle/products/1388.jpg,,"<p>Kem l&oacute;t với cấu tr&uacute;c nhẹ nh&agrave;ng, c&oacute; m&agrave;u nhạt với c&ocirc;ng dụng giữ ẩm, l&agrave;m s&aacute;ng da, v&agrave; giữ cho lớp trang điểm l&acirc;u tr&ocirc;i. C&ocirc;ng thức tạo n&ecirc;n lớp bảo vệ chống lại t&aacute;c hại từ m&ocirc;i trường &ocirc; nhiễm v&agrave; tia tử ngoại UVA, UVB. Sản phẩm kết hợp giữa &aacute;nh nhũ của ngọc trai lấp l&aacute;nh đa chiều c&ugrave;ng bột mềm mịn để tạo n&ecirc;n l&agrave;n da mượt m&agrave;. Sự kết hợp của c&aacute;c tinh chất l&agrave;m mềm v&agrave; ngọc trai gi&uacute;p cải thiện l&agrave;n da. C&aacute;c th&agrave;nh phần quan trọng kh&aacute;c gi&uacute;p kiểm so&aacute;t dầu.&nbsp;</p>

<p><strong>M.A.C tặng bạn:</strong></p>

<p>&bull; Tặng mini mascara M.A.C In extra Dimension (trị gi&aacute; 165.000đ)&nbsp;v&agrave; voucher trang điểm dự tiệc của M.A.C (trị gi&aacute; 800,000đ) cho 100 đơn h&agrave;ng đầu ti&ecirc;n mua sản phẩm của M.A.C</p>

<p>&bull; Tặng t&uacute;i đựng đồ trang điểm phi&eci","Apparel & Accessories","1000000 VND","1000000 VND",,,,
